ObservationDate,Country/Region,Confirmed,Deaths,Recovered,Tests,Population,Latitude,Longitude
2020-11-04,Spain,356,2,77,1718,47000000,42.12057228125677,112.87173635008591
2021-11-04,Spain,559,8,417,3438,47000000,48.946748987320916,96.04870000028876
2021-10-28,India,532,15,168,2542,1380000000,19.741046068677818,-55.92891502752269
2021-08-17,Italy,505,5,261,3931,60000000,46.94303653180148,-104.99257443659562
2021-01-11,Brazil,413,2,149,3472,212000000,-16.638871034947044,138.10005967629127
2022-02-09,Taiwan,512,15,397,3929,24000000,39.5836437762852,99.25917261426463
2020-10-26,US,365,4,305,3078,331000000,22.853141877379507,25.762163578194247
2021-04-16,US,463,12,132,1416,331000000,24.424236308054915,-104.7055538796751
2021-04-27,US,477,12,166,4076,331000000,6.242830407763577,-50.46821715397985
2020-10-30,Spain,394,3,246,2221,47000000,-1.8678298365153339,102.727357036824
2020-06-11,India,324,7,98,1626,1380000000,-2.0559357950899653,-5.813989853460043
2021-08-02,US,435,12,149,2963,331000000,-21.442177209868348,47.805478464291554
2020-06-11,US,300,1,221,1416,331000000,8.55501361250544,-66.74645463491926
2021-07-19,US,415,10,242,1410,331000000,6.351297708023765,118.94835272712007
2021-03-05,US,424,9,125,875,331000000,-37.64405503426451,33.828166138007475
2020-10-07,India,381,3,341,2504,1380000000,-12.418876170166811,101.47478276931537
2021-01-02,US,398,3,239,2675,331000000,2.254704596741121,-22.274954983856432
2020-11-05,China,349,6,96,991,1402000000,47.66243206692323,14.536493831532681
2021-12-07,US,507,11,218,4541,331000000,41.92601434816849,96.4565635111579
2020-03-04,China,283,4,207,1288,1402000000,-16.000977636002176,96.41992203536975
2020-11-08,China,349,5,88,1971,1402000000,54.417414341085035,1.8464565201777532
2021-10-23,Brazil,542,15,297,2801,212000000,-4.011332692570058,11.921970214001107
2021-10-25,India,499,12,432,3522,1380000000,-15.875384159323687,11.162153144799277
2021-11-10,Italy,489,3,336,3761,60000000,1.533688110318657,-40.01107725221567
2021-10-07,US,575,9,182,4831,331000000,-15.85381776326009,11.725784031159975
2020-08-27,US,308,2,254,1745,331000000,-26.02889187449536,117.80863329146771
2020-07-05,China,349,3,158,2633,1402000000,-27.725269884139244,139.40045526262548
2020-08-03,Brazil,317,9,223,2038,212000000,52.77580655166196,93.22333843954291
2020-07-14,Taiwan,321,3,238,2221,24000000,6.149691572457421,82.15870050145409
2021-03-31,US,416,9,240,2596,331000000,-39.67492784639619,68.64283166354852
2021-05-01,Taiwan,420,10,256,3135,24000000,-21.68781423593282,94.82166239238384
2020-11-13,Spain,384,6,323,2778,47000000,-19.337957519967752,48.644958735822996
2020-07-30,India,347,4,100,1618,1380000000,50.686136486156755,-110.7381248403342
2020-10-31,Spain,378,10,97,1711,47000000,-2.6870984133106717,-105.66594443363226
2022-03-02,US,607,3,317,4253,331000000,-17.158980185749083,98.56553924138737
2021-08-04,India,470,12,322,3628,1380000000,50.1843215980186,129.68932545753194
2020-09-02,Taiwan,287,6,59,2146,24000000,-25.678810500200054,8.572434790146048
2021-02-13,Taiwan,439,5,266,2872,24000000,22.225679795760392,-69.93969741675215
2021-10-05,China,548,10,351,3970,1402000000,-12.522469622875676,-121.14605454902106
2021-05-26,US,434,12,279,1708,331000000,54.13289463878624,-12.410227407734155
2022-01-06,India,573,11,289,3553,1380000000,44.71783595070218,-5.804793982280032
2021-08-13,Spain,487,5,223,2682,47000000,14.149534430150048,-64.39330654303528
2022-01-05,US,561,8,243,3765,331000000,-0.7864387244521538,93.55748291654635
2021-08-14,US,496,10,150,2442,331000000,29.595764156320726,-120.33940173731298
2020-02-28,US,261,2,62,2036,331000000,-35.77861290566412,42.794068293929115
2021-03-05,Italy,393,6,142,1632,60000000,36.609812931207316,-38.227972814935555
2021-03-13,Brazil,410,3,335,1626,212000000,-30.65594969980485,30.481545430595844
2020-10-24,Brazil,302,6,182,1473,212000000,36.872789125172986,98.95161499707669
2020-06-16,Brazil,313,8,174,2124,212000000,18.734145753161947,53.043065341632456
2021-07-09,China,523,13,282,1751,1402000000,44.33929821844232,-98.33805232133307
2021-12-20,US,612,17,364,3182,331000000,4.554730493448282,-5.020629670238563
2020-09-12,Brazil,319,3,73,2844,212000000,-38.45969108127364,32.183222632941664
2020-09-12,Italy,365,2,164,1131,60000000,-33.42585717431362,147.0007996635482
2020-12-10,Spain,431,8,219,1375,47000000,8.928613553309006,-85.88264098040166
2021-08-03,Brazil,399,5,186,2382,212000000,51.375656509295595,-98.9560877646125
2021-04-08,Italy,402,8,247,1445,60000000,-9.88258925887316,88.97360370457048
2021-12-28,US,519,9,205,1436,331000000,7.870379102667783,76.85840713155588
2021-07-27,US,464,12,106,2815,331000000,44.54822407438573,7.0504462350982635
2021-08-15,Brazil,510,13,174,2149,212000000,-38.007839266511,93.89515453444696
2020-08-22,India,316,7,164,2612,1380000000,17.919594304611444,134.00103714271802
2021-03-30,China,381,10,92,3153,1402000000,12.540255955186154,74.45279180296643
2021-08-10,US,445,11,125,904,331000000,-26.80182899219733,-29.709354800812946
2020-11-02,Taiwan,334,3,162,1384,24000000,6.423417081357243,-70.67373955091462
2020-04-14,Brazil,277,4,211,1865,212000000,17.703395208589257,-79.12533229675296
2021-08-07,India,478,4,251,1854,1380000000,-22.530132243001507,95.30515502792338
2020-10-20,US,400,7,131,2817,331000000,-12.248384192267746,-74.30107132692322
2020-09-12,Taiwan,354,6,186,2826,24000000,42.07793145599388,-115.96393559067955
2021-04-14,India,395,5,333,1424,1380000000,47.74507032923228,-80.72598535664761
2020-11-21,US,305,2,189,2504,331000000,27.60872908573151,84.78115341856855
2022-03-05,US,606,13,524,2117,331000000,43.33773355279554,71.94404347983641
2021-08-28,Brazil,495,11,381,2612,212000000,9.841281152485863,75.35948995722995
2020-10-08,US,318,9,154,2111,331000000,-6.690052918941191,66.41573642485184
2020-03-25,Taiwan,326,8,171,2098,24000000,-34.544820789355356,-28.669101199229615
2020-03-16,US,243,3,218,811,331000000,-38.61567031111069,-126.14642677891788
2020-08-28,US,320,9,156,1070,331000000,27.67219957522427,-122.74066967524969
2022-03-08,India,556,14,199,4041,1380000000,-39.25019292336299,105.05079949740477
2020-07-12,US,310,3,195,1306,331000000,46.39600091839421,28.873993242509044
2022-03-02,US,551,11,279,3470,331000000,-39.05846433741144,133.2431785649241
2020-02-09,China,262,4,59,1905,1402000000,22.853130489888777,47.36614919751415
2020-07-20,China,330,5,237,2043,1402000000,-14.979011781579086,106.64718499322689
2020-12-29,US,407,8,235,2045,331000000,1.352370379180151,31.306816115229424
2021-02-13,Brazil,432,10,209,1807,212000000,34.478056296121125,-119.95086834212532
2021-11-28,India,523,10,249,3510,1380000000,-4.8390368737657,64.4734972834033
2020-10-29,China,320,3,80,2191,1402000000,42.862825349989635,68.60217669814008
2021-05-28,India,444,12,124,1165,1380000000,-20.369601174957495,-99.08844768625372
2021-06-20,India,442,10,143,1371,1380000000,-34.40998276854522,-19.902335551948894
2020-06-25,India,351,2,286,2853,1380000000,51.97154741548904,-76.1205930962881
2021-01-26,India,347,8,217,2280,1380000000,32.513240466291535,-111.32319124793828
2020-03-12,Brazil,272,2,145,879,212000000,3.847882771871596,-81.73904937309192
2020-06-02,Spain,287,2,89,2812,47000000,8.137783860943003,68.99764434644348
2020-04-10,Brazil,288,3,179,887,212000000,-29.25403353267115,40.16571029204195
2020-03-31,India,282,4,72,2677,1380000000,28.698638057345036,-27.590777047316365
2021-09-23,Brazil,489,5,410,1987,212000000,37.276411130430375,-10.622352138454247
2021-04-11,India,410,9,173,3398,1380000000,-10.047191759220407,-32.98402543024028
2021-09-08,China,501,4,138,4472,1402000000,44.1888015986205,91.16954729075303
2021-03-27,Brazil,412,3,299,2547,212000000,51.79551292854451,1.2941740185358697
2020-12-19,India,384,4,199,3195,1380000000,50.93051555007705,138.13902860117173
2020-05-01,US,274,3,154,2117,331000000,-25.600355824173125,34.5958472865951
2020-06-04,Brazil,330,5,157,2989,212000000,-3.125520895696532,0.07308990763235101
2020-07-31,China,329,9,227,1758,1402000000,23.429902565274276,-104.37744553327288
2020-08-10,India,300,5,236,856,1380000000,-10.161127877460437,-43.83171285669066
2021-02-26,US,369,3,265,1366,331000000,58.002033954266636,-12.326663258633047
2022-02-05,China,551,6,377,3057,1402000000,-11.38126191347396,-76.11642623769276
2021-11-13,Taiwan,483,7,343,2049,24000000,-9.295132818133798,135.28702888976608
2020-12-09,Spain,431,4,147,3013,47000000,48.21262825604789,-59.43561927329276
2020-11-22,India,364,8,316,1978,1380000000,-28.29082783296396,-80.76978163729825
2021-10-17,Brazil,486,14,376,2174,212000000,-17.767966144456757,124.45068311627426
2020-02-24,Italy,274,1,108,1215,60000000,53.0482409186892,118.44067845999592
2020-08-18,China,335,8,283,1763,1402000000,0.2668159814791622,31.299307935852454
2021-10-01,Brazil,469,12,133,2409,212000000,37.834504567171294,79.72603596225113
2021-12-23,China,576,11,458,4321,1402000000,22.045646446640504,-80.69234717528307
2020-03-22,Brazil,288,8,64,981,212000000,1.7343256245188172,22.80061752543486
2021-03-28,Brazil,447,6,99,3832,212000000,-36.91565350546066,66.45748033801587
2021-02-28,Spain,458,10,407,3710,47000000,-11.360368017250476,52.462842330624255
2022-01-22,Taiwan,492,3,359,3287,24000000,1.8277449154933905,21.164072954599618
2021-10-08,Brazil,465,8,104,2690,212000000,5.449160459492575,-70.22644297074453
2021-12-31,Brazil,602,17,159,3989,212000000,49.428435175825825,-21.028153584888628
2021-03-14,Taiwan,444,5,218,956,24000000,-2.1036744836538688,91.3604596236562
2020-11-29,China,370,10,187,1986,1402000000,-27.03088133572153,-60.85884601450309
2021-04-02,India,379,5,91,3296,1380000000,4.27519923143003,26.788318552356344
2020-08-01,Brazil,349,5,150,1087,212000000,20.249893346134172,-10.357869167536592
2020-09-16,Taiwan,368,4,186,1578,24000000,50.35055149051934,119.81746971899997
2020-08-15,US,290,3,237,914,331000000,-38.86349424360154,19.160499471374806
2020-11-19,Spain,390,2,253,1834,47000000,40.14594790856887,101.50456871050469
2020-09-13,Italy,308,6,65,798,60000000,55.604526144294724,119.34089864835002
2021-05-04,India,471,2,139,1535,1380000000,30.28483512583327,2.3372537139520944
2021-06-11,Brazil,394,9,114,1972,212000000,12.817804907440234,-80.94854370187433
2021-02-07,Spain,403,4,91,2150,47000000,47.09355997052312,61.44375729069762
2020-08-12,Spain,318,9,257,1151,47000000,-0.4705250360045312,-85.39052841565245
2021-06-02,US,446,7,102,3467,331000000,30.245832623204166,-69.78401457336807
2020-11-09,US,362,2,92,2425,331000000,0.9409552203908476,132.92916530002435
2021-10-08,US,504,12,423,2440,331000000,46.990615820343976,87.26006967089876
2020-02-23,Taiwan,229,1,170,1964,24000000,-32.27175252831451,108.68263276945157
2020-07-24,US,307,2,229,2797,331000000,-19.584052731403098,-37.54038892025041
2021-03-25,Taiwan,423,8,251,1004,24000000,-19.841279877701876,111.95777008021255
2021-07-04,US,508,13,231,1360,331000000,46.23575052053339,-6.5892811871948
2021-06-06,India,538,14,209,2259,1380000000,4.367674849488758,142.48425885210122
2022-02-22,Spain,546,15,306,2831,47000000,-9.000307876271627,98.34544752068325
2021-09-08,China,465,8,301,1030,1402000000,5.873562183545303,73.99200792326997
2021-05-29,Brazil,500,3,246,3782,212000000,30.536580697830814,-70.10675606185993
2021-01-04,Spain,421,9,127,2859,47000000,-34.37329557220892,37.198723608534095
2021-05-22,India,449,11,367,2025,1380000000,-3.379175359963888,29.03488790284237
2020-10-05,Brazil,395,8,201,1834,212000000,24.213001984266654,-74.31322788918698
2022-03-11,China,618,11,310,3126,1402000000,-37.850165214681354,134.44257138091314
2021-03-29,Taiwan,411,6,304,3740,24000000,-11.519706692523332,126.50773489736252
2021-04-29,US,431,3,232,1741,331000000,1.0799665507499157,100.20846484495362
2021-09-19,US,532,3,188,3906,331000000,49.08096242051465,-125.55495682317513
2020-05-21,India,289,8,121,2051,1380000000,-6.682884932550948,-73.38087831713257
2022-01-22,Brazil,578,17,362,3976,212000000,46.38170853367987,-34.70741206691805
2020-02-01,Brazil,267,5,161,2216,212000000,53.983362217515065,126.01106675506747
2022-03-29,US,588,16,211,3749,331000000,-13.962567630376931,60.463938450594185
2021-09-26,US,445,10,221,2969,331000000,-8.472624473348574,132.7073750927156
2021-11-03,India,503,5,266,3324,1380000000,-18.23306513710252,81.14510352482176
2021-09-01,US,519,14,227,1813,331000000,44.659437675781845,-104.57703424963026
2020-02-07,US,221,2,47,689,331000000,22.217429638004987,-75.51643247111713
2020-09-22,India,361,8,299,1949,1380000000,5.300133780360142,1.5519443793179448
2022-01-06,Taiwan,580,8,369,2244,24000000,7.83314985321514,-126.43752906486597
2020-05-25,Brazil,326,7,266,2173,212000000,25.368618004871195,-6.025703913356537
2022-01-04,India,526,15,262,1410,1380000000,21.166179028371126,5.963965307312236
2022-02-02,India,575,11,365,2781,1380000000,-29.017460885119416,-58.4523851722864
2021-05-31,US,456,4,136,2393,331000000,-26.566295660014113,143.7901983175865
2022-03-03,India,522,15,237,2745,1380000000,-8.853115877176041,-93.3082078102598
2021-05-21,Spain,388,9,133,2119,47000000,55.16577730858225,143.67379672899864
2020-10-09,India,317,5,230,807,1380000000,50.26840342192543,38.80369128251314
2020-12-31,Taiwan,397,7,101,2013,24000000,-36.812746533338256,52.68384362700559
2020-02-05,India,252,2,187,1371,1380000000,-13.879441436330328,-83.28552775365048
2021-09-04,Italy,551,5,213,3904,60000000,8.326785855459853,-47.33896160547718
2020-03-17,US,272,6,134,951,331000000,14.804130610955525,44.04073873236996
2021-10-01,India,483,3,229,2426,1380000000,-11.907608737697704,57.26687624139666
2021-01-13,India,421,5,204,1647,1380000000,58.71489034092008,85.02118239942723
2021-01-02,Brazil,406,11,279,1476,212000000,-23.3632146191716,-25.051179847233627
2021-08-30,Taiwan,494,12,220,3120,24000000,-17.974123296229546,-73.51203598475881
2021-05-19,US,378,5,330,1395,331000000,53.45330002992516,88.33233646405421
2022-01-18,Italy,566,14,415,2401,60000000,37.21685920980272,-38.58386280287259
2021-03-09,US,414,9,132,1375,331000000,37.23953991693932,-28.580582675025326
2020-10-07,India,413,3,153,1495,1380000000,-7.6432039275523,94.46047189379996
2021-12-30,Spain,545,13,188,2763,47000000,0.37568343377555635,-49.42991219403757
2020-08-27,China,328,8,108,880,1402000000,-6.808156675719864,73.54455810016523
2021-04-16,US,392,4,300,2999,331000000,28.38020737078908,108.83265351291936
2020-05-25,Taiwan,297,2,181,1275,24000000,-16.194972411764905,20.864720539725425
2021-09-09,US,442,3,105,3666,331000000,40.762797075616746,47.04965256538222
2020-10-14,China,328,5,98,2433,1402000000,-31.19122249438346,120.38433045488867
2021-12-17,India,515,12,252,2066,1380000000,37.923572186569174,96.07092338275652
2021-09-18,US,529,3,317,3497,331000000,24.536037350814254,-117.15552158481096
2021-03-27,China,426,3,115,2986,1402000000,-26.265452708744164,47.120354699066894
2021-12-01,Spain,583,6,243,4187,47000000,1.36624716915901,145.52920856073882
2020-05-24,China,301,4,93,1623,1402000000,50.79659637099088,-104.66962393112826
2021-02-09,China,365,8,280,2764,1402000000,-37.18481209538387,-98.54640161011446
2020-07-24,China,306,5,225,1757,1402000000,37.55060763943257,119.76364157282995
2020-07-30,India,355,6,281,938,1380000000,-32.984252900372354,-17.311671144709223
2021-10-20,Brazil,484,10,317,1513,212000000,54.59790437269842,-97.85595277498996
2021-04-05,China,384,6,158,2194,1402000000,19.95932362617784,-124.23182091422542
2020-03-06,US,220,6,137,1060,331000000,52.533356716827555,-2.1862551814572697
2020-11-21,Taiwan,382,6,309,1407,24000000,18.75128291077786,-43.00102725009367
2020-08-31,Spain,350,3,206,1459,47000000,-5.159650382679558,-25.66926490279164
2021-10-20,US,530,12,338,3620,331000000,19.550123112937946,-18.95533494190714
2021-11-21,Brazil,580,13,401,2470,212000000,-28.264232187459058,144.40490302051626
2021-02-06,China,388,5,151,2764,1402000000,-1.7386396522671816,37.22557568714416
2021-10-30,Brazil,540,5,168,3053,212000000,48.33789672616136,-0.3054470614353022
2021-05-04,Taiwan,475,8,198,2374,24000000,11.845489190906477,113.63739515011838
2020-03-26,US,298,8,151,2514,331000000,-39.44911071834453,25.257258674636887
2022-03-06,India,599,12,477,2409,1380000000,-34.25262227315869,10.200172408730992
2020-02-24,Spain,287,4,208,1812,47000000,17.062415941798406,-29.006618948121513
2020-12-05,US,390,4,110,1403,331000000,46.010577245693725,113.73559003203681
2022-02-04,India,619,17,466,2145,1380000000,50.407279451975086,110.72054479126055
2021-11-16,Brazil,476,12,223,1924,212000000,24.829742952611426,7.844491956328312
2020-11-01,Brazil,335,7,113,2947,212000000,56.004466609765544,7.522378391228159
2021-05-03,US,433,3,276,1428,331000000,35.08719217855183,35.68200150695401
2021-10-26,Brazil,447,6,123,3651,212000000,16.230977938507657,-108.58965838727492
2021-01-30,Italy,389,7,121,2998,60000000,42.18369914064209,147.10142003659018
2022-02-06,China,579,13,331,3132,1402000000,50.73492192176738,-68.66129049911069
2020-06-26,US,320,6,184,983,331000000,-37.91633543291696,11.878846605180712
2021-09-02,Brazil,452,8,122,2319,212000000,29.333933418271315,-82.20274338871886
2021-03-15,India,441,9,191,1618,1380000000,30.84932105946025,-57.71908182952811
2021-10-24,China,534,12,354,4128,1402000000,-39.22823882348353,42.095770061468386
2020-10-20,Spain,322,9,117,1820,47000000,51.73233928046426,40.006619857781004
2020-11-05,US,358,10,146,1366,331000000,-20.752089029673524,48.97381916944636
2020-04-25,US,271,5,96,935,331000000,55.57209497288426,-7.325526260171429
2021-07-13,India,471,6,418,2793,1380000000,14.604758809308699,-63.798244371167414
2020-02-19,US,285,7,113,1398,331000000,-9.077146037588598,27.658955371391812
2021-02-20,India,458,13,233,3186,1380000000,30.57114454178442,139.1848932217107
2022-01-02,Brazil,568,9,246,3823,212000000,-24.365375602765646,-5.81624917947083
2020-06-25,China,286,6,124,1627,1402000000,-23.75418597950659,-101.21754639918765
2021-08-03,US,479,2,154,1585,331000000,2.845533753428768,-9.229142624991084
2021-12-06,Italy,491,13,414,3766,60000000,-8.148171023768398,-18.6963899736283
2021-08-22,Taiwan,451,8,271,2050,24000000,-8.149825596017156,125.52602472964179
2020-01-25,Spain,253,5,63,1987,47000000,22.980131663186512,-76.76739218618494
2021-10-03,Brazil,547,7,251,3287,212000000,9.629277404332981,-114.37515726775129
2020-04-26,Spain,310,4,148,1672,47000000,55.01061465381926,24.01649590618618
2021-01-14,US,386,9,189,2623,331000000,-10.787100311731532,-125.1661441290701
2021-09-16,US,521,13,157,3746,331000000,17.130561349037954,-72.30061770514973
2022-03-05,US,525,15,272,3331,331000000,35.17473374269272,49.17547953293089
2020-09-17,Taiwan,382,6,89,1692,24000000,43.55440236581414,117.00185256260605
2021-09-30,Taiwan,543,8,235,2769,24000000,-5.7373209560436464,-99.87363095191374
2021-02-10,US,433,6,238,2171,331000000,28.67212849927816,143.45253611964245
2020-01-24,China,228,6,87,1455,1402000000,56.8668402011066,98.85327274503285
2021-08-13,China,516,6,131,1049,1402000000,36.46614586586949,-3.884936890635629
2020-12-11,China,368,2,273,2129,1402000000,35.838205964714305,-41.66480626908695
2021-05-09,Italy,491,11,416,3890,60000000,-21.98456156417676,78.9419629030221
2021-07-04,China,455,8,298,1564,1402000000,31.58674249551072,115.86357365136203
2020-11-29,Taiwan,409,7,129,2158,24000000,33.62626701853455,-104.04173208338172
2021-10-09,Brazil,554,16,236,3210,212000000,30.360409607907215,71.17932993499431
2021-12-31,US,500,4,131,2895,331000000,19.21679325197998,-110.58830839236589
2020-07-18,Spain,360,10,188,1185,47000000,-8.29948731379941,18.64225759326621
2020-12-01,India,404,2,226,2195,1380000000,-23.80737199372412,-119.20826116910852
2020-03-16,Brazil,270,4,203,2622,212000000,32.06064467191996,75.32543762279167
2021-07-29,Brazil,464,13,300,2958,212000000,-4.977943885225308,147.14265613294253
2021-05-27,Brazil,417,9,206,1755,212000000,29.846067105243478,-34.56394025635795
2020-03-11,US,282,2,164,2063,331000000,37.42140253420855,109.92138368366929
2021-04-04,India,451,10,233,3248,1380000000,27.89551966423865,-2.278323328347767
2021-06-20,China,435,11,138,1242,1402000000,48.139348147723354,19.593750172198867
2020-01-29,India,253,2,75,1754,1380000000,27.6522686009355,-31.057328911259305
2021-06-10,India,434,2,328,3381,1380000000,16.111426509502948,140.64555038227087
2022-02-24,China,550,3,228,1781,1402000000,24.383695777240334,142.74950621169734
2021-04-27,US,406,7,316,1724,331000000,54.482414125113294,-111.70879203855797
2020-08-14,Italy,306,2,136,1878,60000000,54.07624932128927,58.87284305960404
2021-11-06,India,525,4,209,2738,1380000000,-13.781132525329006,-23.765346137889807
2021-05-31,Brazil,438,12,209,1127,212000000,-24.800611974566785,-115.34176081604181
2021-03-18,Brazil,381,5,116,1795,212000000,-9.684623608037189,-24.77789793406859
2021-05-30,India,400,5,304,1840,1380000000,5.370412969900052,-76.28119125715975
2020-07-08,India,310,2,277,2083,1380000000,-8.045959453651651,-37.672537712660656
2020-06-13,Italy,322,7,214,827,60000000,-17.84253676225844,-13.109798559948814
2021-05-19,Brazil,462,7,345,2053,212000000,-15.073084518226008,-63.803004218268526
2020-07-19,India,299,2,165,2080,1380000000,14.99433281872551,129.58262441116983
2021-10-20,Brazil,454,3,256,3096,212000000,-14.860918925366239,-71.84623750613947
2020-05-19,China,292,3,61,1513,1402000000,11.61729950377881,-33.656710163825196
2020-08-20,US,315,4,106,1840,331000000,14.90163217496675,-60.845775254591956
2021-11-07,Brazil,519,13,362,3892,212000000,21.51318702901579,-46.14307261826947
2021-01-03,India,388,4,198,2377,1380000000,45.975372425433676,-104.16479730385001
2021-01-28,Spain,451,9,261,1829,47000000,-11.345541865796168,-62.562517539522275
2021-12-02,US,534,9,209,3610,331000000,-16.459924888946308,96.21762157025398
2021-01-27,India,374,9,192,2455,1380000000,17.184197475034267,-124.92933692492123
2020-04-16,Spain,267,2,139,1816,47000000,-35.499489576191536,-109.90109270572285
2021-05-19,US,483,3,130,1378,331000000,12.408405716568595,-57.200100694755605
2022-02-24,Taiwan,554,7,473,4171,24000000,-26.060229155624057,-67.07674223671968
2021-04-28,China,428,4,259,2055,1402000000,46.10562761911558,105.7727411673101
2020-03-24,India,260,6,98,1990,1380000000,-35.87083093427333,-24.30825678923678
2020-05-13,Italy,269,4,60,2301,60000000,45.70560801421651,-14.859396921539343
2021-09-04,India,525,11,402,4473,1380000000,15.846295856590366,104.07223558195841
2022-02-25,Brazil,565,7,163,1961,212000000,16.9189075869984,139.86079111021587
2021-06-26,Brazil,438,3,250,2711,212000000,-17.035027137001876,84.18709519360141
2020-11-14,Italy,328,8,90,2290,60000000,43.76021852972441,-21.744168495993094
2020-10-20,China,389,3,276,3605,1402000000,41.58099189076482,-63.52721007824509
2022-01-04,Brazil,531,14,410,3766,212000000,3.8883131435533684,-46.01013612807293
2020-06-23,China,302,6,156,1310,1402000000,28.068682756117326,52.429318594674186
2020-03-24,Brazil,301,6,233,1355,212000000,-0.3559545352004818,10.849299726005484
2022-02-07,US,602,12,142,2717,331000000,35.98822782668067,122.62923298164353
2021-09-15,US,503,9,213,3734,331000000,31.87528358247458,16.620818903358185
2021-08-09,India,451,8,188,2960,1380000000,-13.759906790474304,-6.882066689359846
2020-12-20,Brazil,362,9,252,2042,212000000,-16.131369022397,18.73468086435153
2020-02-26,China,268,2,113,2271,1402000000,55.310822742975716,125.20859122154334
2021-10-30,India,555,10,256,3030,1380000000,53.55215685106127,18.20908532961039
2021-10-21,Brazil,508,4,168,1742,212000000,-5.619356849685786,117.98317295909101
2020-10-11,Brazil,367,4,259,994,212000000,-16.180556371154406,100.5390828818835
2021-04-18,Italy,379,6,340,3262,60000000,-6.090141805480421,-43.705871899377186
2021-11-05,Taiwan,543,8,430,3095,24000000,22.496911840346193,-96.97987606708443
2021-09-10,India,500,4,255,2662,1380000000,-22.00818375750002,37.86191384484454
2020-10-17,India,354,4,94,2011,1380000000,42.70061138396699,-93.84016151444057
2020-07-06,US,293,7,68,1761,331000000,50.375310568315044,-8.388767242068184
2021-12-19,Brazil,575,13,211,2179,212000000,37.28237744939642,60.44004913597138
2020-03-25,India,249,1,151,2465,1380000000,-37.9935100104371,93.6645613739426
2020-10-27,Spain,320,3,208,1491,47000000,51.19130808968528,-59.38922397369329
2021-06-26,US,457,12,255,1706,331000000,-23.72115422035954,137.3373030600942
2021-12-31,US,588,5,247,2500,331000000,35.99034483807476,33.92146741968347
2020-05-19,Taiwan,311,3,276,1785,24000000,23.358120332632907,148.35913973166868
2020-04-26,China,281,4,57,2297,1402000000,-4.632510636381809,80.8446184896664
2020-02-23,Italy,235,4,101,2153,60000000,50.51099261589387,69.22444187593376
2021-03-02,India,410,7,239,849,1380000000,53.64173758618591,-28.1734342213596
2020-06-02,Spain,368,5,89,2738,47000000,40.66011122409279,-118.16858838139838
2021-02-19,Spain,437,3,146,877,47000000,24.43151592260199,137.57894693024804
2022-03-27,Brazil,546,14,412,3298,212000000,-12.415333222474352,-56.33736652267167
2021-05-30,US,414,5,201,2471,331000000,50.99745998397462,-62.368305312949445
2020-12-02,US,378,5,268,2362,331000000,11.855957267494787,88.50405149649757
2022-02-16,India,563,6,285,1628,1380000000,-10.398818131856,119.78357670142597
2022-02-26,Spain,552,7,353,2451,47000000,26.687794867802126,-98.28225930913555
2021-01-31,China,391,10,309,2415,1402000000,11.278781167446837,-34.95017493259779
2021-04-01,US,395,9,256,2890,331000000,17.425784463960973,-36.99740485330848
2021-10-22,US,477,10,114,3563,331000000,-36.346040345765694,27.63850481313773
2020-03-27,US,303,6,248,1992,331000000,22.983777475340574,28.725180727826256
2021-06-10,US,411,6,208,3289,331000000,-19.980491348063687,-102.25221212038375
2020-12-21,US,404,11,338,3543,331000000,-26.807542689948136,-113.24463590467955
2020-12-30,Spain,351,9,102,1520,47000000,32.878951584713505,-87.77314418942183
2021-10-24,Spain,539,15,411,2833,47000000,1.4593053997721626,22.745246360933606
2021-01-15,Taiwan,385,4,315,2855,24000000,-11.003144672314143,-22.779372454462433
2020-08-07,Taiwan,344,5,139,1076,24000000,49.93335064174941,-117.17072989394073
2021-01-19,China,417,8,306,2153,1402000000,6.929134126009863,78.43738341079955
2021-06-08,China,504,9,360,2919,1402000000,-16.006066958682084,93.16004052771629
2021-07-27,Italy,544,4,464,2869,60000000,-15.819068428438786,147.42504400704132
2020-02-22,Italy,283,1,160,1451,60000000,44.471362594556126,-33.536819895364744
2021-08-27,US,457,10,246,2850,331000000,58.310748059192136,-70.71393939256359
2021-08-31,Brazil,481,14,398,2143,212000000,38.47160532362551,4.474776128940448
2021-09-14,US,538,4,229,3997,331000000,-27.30669755897452,-43.00922317798431
2021-04-25,US,417,3,343,2243,331000000,-1.3184111635532076,-120.03806853549263
2021-01-03,India,397,6,282,1866,1380000000,-30.231776902045148,-49.871498419585635
2020-05-03,China,284,6,238,2273,1402000000,3.7592735856665698,-74.73417244805665
2020-07-07,China,281,6,71,1730,1402000000,18.65235872009975,-120.2859010219399
2020-06-03,Italy,350,8,196,2129,60000000,-0.8827452419990678,64.48203164270993
2021-10-05,China,474,6,217,3032,1402000000,-15.851279020929162,-108.700834155596
2020-04-20,India,302,6,217,2626,1380000000,1.9076735645205076,76.08599306227
2021-02-19,Brazil,396,6,96,1928,212000000,49.4631819557076,-54.65071639272881
2021-07-22,US,445,7,231,2294,331000000,-28.63326770112566,24.34481808480919
2021-01-16,US,366,5,272,3317,331000000,31.85941161308085,-37.323970485908546
2021-10-27,India,492,3,266,1129,1380000000,39.169933454871824,-120.69808375747665
2021-10-22,India,539,10,382,3757,1380000000,-9.83335367974265,-39.11068580427093
2021-05-10,US,446,3,338,1864,331000000,54.99379566638339,107.7481124233262
